AGNO;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;COD_ENSE;COD_ENSE2;APR_HOM_TO;APR_MUJ_TO;REP_HOM_TO;REP_MUJ_TO;RET_HOM_TO;RET_MUJ_TO;TRA_HOM_TO;TRA_MUJ_TO;PROM_ASIS_APR_HOM;PROM_ASIS_APR_MUJ;PROM_ASIS_APR;PROM_ASIS_REP_HOM;PROM_ASIS_REP_MUJ;PROM_ASIS_REP;PROM_ASIS
2018;6611;7;ESC. BASICA CHIVILCOYAN;9;9111;NUEVA IMPERIAL;6;5;1;110;2;12;6;0;0;0;0;0;0;95,42;97,00;95,94;;;;95,94
2019;6611;7;ESC. BASICA CHIVILCOYAN;9;9111;NUEVA IMPERIAL;6;5;1;110;2;8;5;0;0;0;0;4;3;96,88;97,00;96,92;;;;96,92
2017;6623;0;ESCUELA ARENAS BLANCAS;9;9111;NUEVA IMPERIAL;2;1;1;110;2;12;9;0;0;0;0;1;3;96,08;97,89;96,86;;;;96,86
2018;6623;0;ESCUELA ARENAS BLANCAS;9;9111;NUEVA IMPERIAL;6;5;1;110;2;11;10;0;0;0;0;1;2;96,82;95,20;96,05;;;;96,05
2019;6623;0;ESCUELA ARENAS BLANCAS;9;9111;NUEVA IMPERIAL;6;5;1;110;2;9;9;0;0;0;0;0;0;96,56;96,67;96,61;;;;96,61
2017;6625;7;ESC. BASICA LOS CANELOS;9;9111;NUEVA IMPERIAL;2;1;1;110;2;2;2;0;0;0;0;1;0;95,00;93,50;94,25;;;;94,25
2018;6625;7;ESC. BASICA LOS CANELOS;9;9111;NUEVA IMPERIAL;6;5;1;110;2;1;1;0;0;0;0;0;0;92,00;94,00;93,00;;;;93,00
2019;6625;7;ESC. BASICA LOS CANELOS;9;9111;NUEVA IMPERIAL;6;5;1;110;2;1;1;0;0;0;0;0;0;97,00;94,00;95,50;;;;95,50
2017;6628;1;ESC. BASICA LIFKO;9;9111;NUEVA IMPERIAL;2;1;1;110;2;9;10;0;0;0;0;0;1;96,89;93,60;95,16;;;;95,16
2018;6628;1;ESC. BASICA LIFKO;9;9111;NUEVA IMPERIAL;6;5;1;110;2;10;13;0;0;0;0;1;1;97,30;96,62;96,91;;;;96,91
2019;6628;1;ESC. BASICA LIFKO;9;9111;NUEVA IMPERIAL;6;5;1;110;2;6;12;0;0;0;0;0;0;96,83;97,25;97,11;;;;97,11
2017;6633;8;ESC. BASICA SANTA MARIA DE BOROA;9;9111;NUEVA IMPERIAL;2;1;1;110;2;16;14;0;0;0;0;1;0;91,31;91,64;91,47;;;;91,47
2018;6633;8;ESC. BASICA SANTA MARIA DE BOROA;9;9111;NUEVA IMPERIAL;6;5;1;110;2;9;12;0;0;0;0;1;1;100,00;99,83;99,90;;;;99,90
2019;6633;8;ESC. BASICA SANTA MARIA DE BOROA;9;9111;NUEVA IMPERIAL;6;5;1;110;2;10;18;0;0;0;0;0;1;99,80;99,67;99,71;;;;99,71
2017;6635;4;ESC. BASICA LOS ROBLES;9;9111;NUEVA IMPERIAL;2;1;1;110;2;4;3;0;0;1;0;0;1;99,00;99,67;99,29;;;;99,29
2018;6635;4;ESC. BASICA LOS ROBLES;9;9111;NUEVA IMPERIAL;6;5;1;110;2;7;6;1;0;0;2;0;3;99,57;99,83;99,69;100,00;;100,00;99,71
2019;6635;4;ESC. BASICA LOS ROBLES;9;9111;NUEVA IMPERIAL;6;5;1;110;2;7;5;0;0;0;0;2;1;98,71;100,00;99,25;;;;99,25
2017;6639;7;ESCUELA BASICA MANIO DUCANAN;9;9111;NUEVA IMPERIAL;2;1;1;110;2;13;12;0;0;0;0;1;0;99,46;98,50;99,00;;;;99,00
2018;6639;7;ESCUELA BASICA MANIO DUCANAN;9;9111;NUEVA IMPERIAL;6;5;1;110;2;8;12;0;0;0;0;1;3;98,13;98,33;98,25;;;;98,25
2019;6639;7;ESCUELA BASICA MANIO DUCANAN;9;9111;NUEVA IMPERIAL;6;5;1;110;2;3;6;0;0;0;1;1;1;99,00;98,00;98,33;;;;98,33
2017;6452;1;LICEO REINO DE SUECIA;9;9116;SAAVEDRA;2;1;0;110;2;77;94;3;3;0;0;2;10;91,09;90,89;90,98;59,33;89,67;74,50;90,42
2017;6452;1;LICEO REINO DE SUECIA;9;9116;SAAVEDRA;2;1;0;310;5;72;73;20;8;6;2;4;4;90,72;88,30;89,50;75,75;66,50;73,11;86,85
2017;6452;1;LICEO REINO DE SUECIA;9;9116;SAAVEDRA;2;1;0;610;7;17;17;1;0;0;0;0;0;90,59;84,76;87,68;86,00;;86,00;87,63
2018;6452;1;LICEO REINO DE SUECIA;9;9116;SAAVEDRA;6;5;0;110;2;83;103;6;1;2;2;6;4;93,53;92,43;92,92;87,67;58,00;83,43;92,58
2018;6452;1;LICEO REINO DE SUECIA;9;9116;SAAVEDRA;6;5;0;310;5;66;68;18;10;4;3;8;8;91,18;87,75;89,44;77,44;62,10;71,96;86,42
2018;6452;1;LICEO REINO DE SUECIA;9;9116;SAAVEDRA;6;5;0;610;7;16;15;7;0;1;0;1;0;88,63;86,13;87,42;85,43;;85,43;87,05
2019;6452;1;LICEO REINO DE SUECIA;9;9116;SAAVEDRA;6;5;0;110;2;86;91;5;1;0;1;8;17;93,47;93,21;93,33;85,40;96,00;87,17;93,13
2019;6452;1;LICEO REINO DE SUECIA;9;9116;SAAVEDRA;6;5;0;310;5;68;71;7;4;7;5;8;6;91,38;88,51;89,91;79,29;60,50;72,45;88,63
2019;6452;1;LICEO REINO DE SUECIA;9;9116;SAAVEDRA;6;5;0;610;7;14;17;0;0;4;1;3;2;91,07;79,82;84,90;;;;84,90
2017;6454;8;ESCUELA BASICA COLLICO RANCO;9;9116;SAAVEDRA;2;1;1;110;2;25;21;0;0;0;0;0;0;95,52;95,14;95,35;;;;95,35
2018;6454;8;ESCUELA BASICA COLLICO RANCO;9;9116;SAAVEDRA;6;5;1;110;2;28;24;0;1;0;0;2;0;94,39;93,54;94,00;;82,00;82,00;93,77
2019;6454;8;ESCUELA BASICA COLLICO RANCO;9;9116;SAAVEDRA;6;5;1;110;2;27;28;0;0;0;0;3;0;95,22;94,18;94,69;;;;94,69
2017;6455;6;ESCUELA BASICA BARTOLO LLANCALEO;9;9116;SAAVEDRA;2;1;1;110;2;15;24;0;0;0;0;1;0;95,13;94,71;94,87;;;;94,87
2018;6455;6;ESCUELA BASICA BARTOLO LLANCALEO;9;9116;SAAVEDRA;6;5;1;110;2;14;20;0;0;0;0;2;2;94,79;92,45;93,41;;;;93,41
2019;6455;6;ESCUELA BASICA BARTOLO LLANCALEO;9;9116;SAAVEDRA;6;5;1;110;2;18;19;0;0;0;0;0;2;93,11;92,58;92,84;;;;92,84
2017;6456;4;ESCCUELA BASICA INALAFQUEN;9;9116;SAAVEDRA;2;1;1;110;2;17;25;0;0;0;0;0;1;94,18;94,72;94,50;;;;94,50
2018;6456;4;ESCCUELA BASICA INALAFQUEN;9;9116;SAAVEDRA;6;5;1;110;2;17;23;0;0;0;0;2;0;92,06;92,48;92,30;;;;92,30
2019;6456;4;ESCCUELA BASICA INALAFQUEN;9;9116;SAAVEDRA;6;5;1;110;2;14;23;0;0;0;0;1;0;93,93;93,83;93,86;;;;93,86
2017;6457;2;ESC. BASICA AUGUSTO WINTER TAPIA;9;9116;SAAVEDRA;2;1;0;110;2;60;80;0;0;0;0;1;0;95,90;95,64;95,75;;;;95,75
2018;6457;2;ESC. BASICA AUGUSTO WINTER TAPIA;9;9116;SAAVEDRA;6;5;0;110;2;69;79;0;0;0;0;4;5;97,39;97,42;97,41;;;;97,41
2019;6457;2;ESC. BASICA AUGUSTO WINTER TAPIA;9;9116;SAAVEDRA;6;5;0;110;2;74;83;2;0;0;0;3;6;95,54;96,04;95,80;94,50;;94,50;95,79
2017;6458;0;ESCUELA BASICA CALOF;9;9116;SAAVEDRA;2;1;1;110;2;20;17;1;0;0;0;1;1;96,85;96,65;96,76;96,00;;96,00;96,74
2018;6458;0;ESCUELA BASICA CALOF;9;9116;SAAVEDRA;6;5;1;110;2;25;20;0;0;0;0;2;0;94,28;96,40;95,22;;;;95,22
2019;6458;0;ESCUELA BASICA CALOF;9;9116;SAAVEDRA;6;5;1;110;2;24;21;0;0;0;0;2;1;96,17;96,43;96,29;;;;96,29
2017;6459;9;ESC. BASICA ANTONIO LADINO;9;9116;SAAVEDRA;2;1;1;110;2;33;26;1;0;0;1;5;4;94,27;95,08;94,63;93,00;;93,00;94,60
2018;6459;9;ESC. BASICA ANTONIO LADINO;9;9116;SAAVEDRA;6;5;1;110;2;32;23;1;0;0;0;2;3;95,06;95,87;95,40;92,00;;92,00;95,34
2019;6459;9;ESC. BASICA ANTONIO LADINO;9;9116;SAAVEDRA;6;5;1;110;2;41;28;0;0;0;0;1;0;94,44;96,25;95,17;;;;95,17
2017;6495;5;ESCUELA RUCA RAQUI;9;9116;SAAVEDRA;2;1;1;110;2;10;24;0;0;0;0;2;1;94,90;95,92;95,62;;;;95,62
2018;6495;5;ESCUELA RUCA RAQUI;9;9116;SAAVEDRA;6;5;1;110;2;13;33;0;0;0;0;2;1;95,85;96,55;96,35;;;;96,35
2019;6495;5;ESCUELA RUCA RAQUI;9;9116;SAAVEDRA;6;5;1;110;2;18;26;0;0;0;0;1;2;99,56;100,00;99,82;;;;99,82
2017;6358;4;ESCUELA BASICA ESTACION TOLTEN;9;9117;TEODORO SCHMIDT;2;1;1;110;2;4;3;0;0;0;0;0;0;99,00;99,33;99,14;;;;99,14
2018;6358;4;ESCUELA BASICA ESTACION TOLTEN;9;9117;TEODORO SCHMIDT;6;5;1;110;2;5;4;0;0;0;0;0;0;99,00;98,25;98,67;;;;98,67
2019;6358;4;ESCUELA BASICA ESTACION TOLTEN;9;9117;TEODORO SCHMIDT;6;5;1;110;2;6;2;0;0;0;0;0;0;94,67;95,50;94,88;;;;94,88
2017;6361;4;ESCUELA DE CAYCHAYEN;9;9117;TEODORO SCHMIDT;2;1;1;110;2;2;0;0;0;0;0;0;0;94,00;;94,00;;;;94,00
2018;6361;4;ESCUELA DE CAYCHAYEN;9;9117;TEODORO SCHMIDT;6;5;1;110;2;2;0;0;0;0;0;0;0;97,50;;97,50;;;;97,50
2019;6361;4;ESCUELA DE CAYCHAYEN;9;9117;TEODORO SCHMIDT;6;5;1;110;2;2;0;0;0;0;0;0;0;91,50;;91,50;;;;91,50
2017;6373;8;ESCUELA PORMA;9;9117;TEODORO SCHMIDT;2;1;1;110;2;13;7;0;0;0;0;0;0;98,92;98,71;98,85;;;;98,85
2018;6373;8;ESCUELA PORMA;9;9117;TEODORO SCHMIDT;6;5;1;110;2;12;6;0;0;0;0;1;0;99,00;97,83;98,61;;;;98,61
2019;6373;8;ESCUELA PORMA;9;9117;TEODORO SCHMIDT;6;5;1;110;2;14;8;0;0;0;0;0;0;98,00;97,38;97,77;;;;97,77
2017;6397;5;LICEO MUNICIPAL BARROS ARANA;9;9117;TEODORO SCHMIDT;2;1;0;110;2;40;44;3;1;0;0;4;3;90,88;92,55;91,75;83,33;32,00;70,50;90,78
2017;6397;5;LICEO MUNICIPAL BARROS ARANA;9;9117;TEODORO SCHMIDT;2;1;0;310;5;19;18;5;2;0;2;2;1;87,47;89,44;88,43;80,20;78,50;79,71;87,05
2017;6397;5;LICEO MUNICIPAL BARROS ARANA;9;9117;TEODORO SCHMIDT;2;1;0;610;7;9;15;2;0;1;1;2;1;83,33;82,40;82,75;68,00;;68,00;81,62
2018;6397;5;LICEO MUNICIPAL BARROS ARANA;9;9117;TEODORO SCHMIDT;6;5;0;110;2;47;43;3;0;0;1;3;7;91,60;91,07;91,34;86,33;;86,33;91,18
2018;6397;5;LICEO MUNICIPAL BARROS ARANA;9;9117;TEODORO SCHMIDT;6;5;0;310;5;18;15;4;1;1;1;0;1;89,94;90,87;90,36;65,25;46,00;61,40;86,55
2018;6397;5;LICEO MUNICIPAL BARROS ARANA;9;9117;TEODORO SCHMIDT;6;5;0;610;7;8;14;3;1;0;2;1;0;85,00;83,43;84,00;69,33;97,00;76,25;82,81
2019;6397;5;LICEO MUNICIPAL BARROS ARANA;9;9117;TEODORO SCHMIDT;6;5;0;110;2;54;48;5;2;1;0;11;9;93,37;94,23;93,77;82,40;65,00;77,43;92,72
2019;6397;5;LICEO MUNICIPAL BARROS ARANA;9;9117;TEODORO SCHMIDT;6;5;0;310;5;16;18;1;0;2;0;3;4;86,75;91,06;89,03;71,00;;71,00;88,51
2019;6397;5;LICEO MUNICIPAL BARROS ARANA;9;9117;TEODORO SCHMIDT;6;5;0;610;7;6;14;0;1;0;3;3;2;86,17;85,43;85,65;;1,00;1,00;81,62
2017;6398;3;COMPLEJO EDUCACIONAL NUEVA ALBORADA;9;9117;TEODORO SCHMIDT;2;1;0;110;2;137;144;0;0;0;0;13;4;94,86;95,60;95,24;;;;95,24
2017;6398;3;COMPLEJO EDUCACIONAL NUEVA ALBORADA;9;9117;TEODORO SCHMIDT;2;1;0;310;5;20;20;2;0;1;0;0;0;94,90;93,35;94,13;64,00;;64,00;92,69
2018;6398;3;COMPLEJO EDUCACIONAL NUEVA ALBORADA;9;9117;TEODORO SCHMIDT;6;5;0;110;2;133;138;0;0;0;0;11;9;92,64;93,95;93,31;;;;93,31
2018;6398;3;COMPLEJO EDUCACIONAL NUEVA ALBORADA;9;9117;TEODORO SCHMIDT;6;5;0;310;5;32;36;1;0;0;0;2;4;94,81;90,86;92,72;78,00;;78,00;92,51
2019;6398;3;COMPLEJO EDUCACIONAL NUEVA ALBORADA;9;9117;TEODORO SCHMIDT;6;5;0;110;2;122;138;0;0;1;0;8;15;95,92;95,83;95,87;;;;95,87
2019;6398;3;COMPLEJO EDUCACIONAL NUEVA ALBORADA;9;9117;TEODORO SCHMIDT;6;5;0;310;5;56;52;0;0;0;0;3;2;95,63;95,56;95,59;;;;95,59
2017;6399;1;ESCUELA HORIZONTES;9;9117;TEODORO SCHMIDT;2;1;0;110;2;87;95;0;0;0;0;9;11;94,14;93,33;93,71;;;;93,71
2018;6399;1;ESCUELA HORIZONTES;9;9117;TEODORO SCHMIDT;6;5;0;110;2;83;94;1;1;1;0;5;6;95,16;94,21;94,66;93,00;85,00;89,00;94,59
2019;6399;1;ESCUELA HORIZONTES;9;9117;TEODORO SCHMIDT;6;5;0;110;2;88;93;0;0;0;0;5;4;94,38;95,02;94,71;;;;94,71
2017;6400;9;ESCUELA ISLA LLICAN;9;9117;TEODORO SCHMIDT;2;1;1;110;2;1;2;0;0;0;0;0;0;95,00;96,50;96,00;;;;96,00
2018;6400;9;ESCUELA ISLA LLICAN;9;9117;TEODORO SCHMIDT;6;5;1;110;2;1;2;0;0;0;0;0;0;86,00;88,00;87,33;;;;87,33
2019;6400;9;ESCUELA ISLA LLICAN;9;9117;TEODORO SCHMIDT;6;5;1;110;2;0;2;0;0;0;0;0;0;;95,50;95,50;;;;95,50
2017;6407;6;ESCUELA NOHUALHUE;9;9117;TEODORO SCHMIDT;2;1;1;110;2;2;3;0;0;0;0;0;0;98,00;99,00;98,60;;;;98,60
2018;6407;6;ESCUELA NOHUALHUE;9;9117;TEODORO SCHMIDT;6;5;1;110;2;3;4;0;0;1;0;0;0;93,67;94,50;94,14;;;;94,14
2019;6407;6;ESCUELA NOHUALHUE;9;9117;TEODORO SCHMIDT;6;5;1;110;2;6;4;0;0;0;0;0;1;98,17;98,75;98,40;;;;98,40
2017;6410;6;ESCUELA MALALHUE;9;9117;TEODORO SCHMIDT;2;1;1;110;2;1;0;0;0;0;0;0;0;99,00;;99,00;;;;99,00
2018;6410;6;ESCUELA MALALHUE;9;9117;TEODORO SCHMIDT;6;5;1;110;2;6;2;0;0;0;0;1;2;97,50;97,00;97,38;;;;97,38
2019;6410;6;ESCUELA MALALHUE;9;9117;TEODORO SCHMIDT;6;5;1;110;2;6;2;0;0;0;0;1;0;97,83;98,00;97,88;;;;97,88
2017;6411;4;ESCUELA PUYEHUE;9;9117;TEODORO SCHMIDT;2;1;1;110;2;5;11;0;0;0;0;0;0;94,20;93,36;93,63;;;;93,63
2018;6411;4;ESCUELA PUYEHUE;9;9117;TEODORO SCHMIDT;6;5;1;110;2;3;13;0;0;0;0;0;0;95,33;93,69;94,00;;;;94,00
2019;6411;4;ESCUELA PUYEHUE;9;9117;TEODORO SCHMIDT;6;5;1;110;2;6;10;0;0;0;0;0;2;91,83;92,50;92,25;;;;92,25
2017;6413;0;ESCUELA DE RUCA-CURA;9;9117;TEODORO SCHMIDT;2;1;1;110;2;4;4;0;0;0;0;1;1;96,00;96,75;96,38;;;;96,38
2018;6413;0;ESCUELA DE RUCA-CURA;9;9117;TEODORO SCHMIDT;6;5;1;110;2;2;0;0;0;0;0;0;0;98,50;;98,50;;;;98,50
2019;6413;0;ESCUELA DE RUCA-CURA;9;9117;TEODORO SCHMIDT;6;5;1;110;2;3;2;0;0;0;0;1;0;97,00;96,50;96,80;;;;96,80
2017;6415;7;ESCUELA LOS TRONCOS;9;9117;TEODORO SCHMIDT;2;1;1;110;2;2;7;0;0;0;0;0;0;96,00;95,71;95,78;;;;95,78
2018;6415;7;ESCUELA LOS TRONCOS;9;9117;TEODORO SCHMIDT;6;5;1;110;2;2;5;0;0;0;0;0;0;92,00;92,60;92,43;;;;92,43
2019;6415;7;ESCUELA LOS TRONCOS;9;9117;TEODORO SCHMIDT;6;5;1;110;2;3;5;0;0;0;0;1;0;95,33;92,40;93,50;;;;93,50
2017;20053;0;LICEO TECNICO PROFESIONAL HUALPIN;9;9117;TEODORO SCHMIDT;2;1;1;510;7;9;0;0;0;1;0;1;0;88,22;;88,22;;;;88,22
2017;20053;0;LICEO TECNICO PROFESIONAL HUALPIN;9;9117;TEODORO SCHMIDT;2;1;1;610;7;28;31;5;2;1;1;3;3;92,43;88,74;90,49;72,60;44,00;64,43;87,73
2018;20053;0;LICEO TECNICO PROFESIONAL HUALPIN;9;9117;TEODORO SCHMIDT;6;5;1;510;7;13;1;0;0;0;0;0;0;87,00;79,00;86,43;;;;86,43
2018;20053;0;LICEO TECNICO PROFESIONAL HUALPIN;9;9117;TEODORO SCHMIDT;6;5;1;610;7;23;30;3;6;2;1;3;1;94,83;89,50;91,81;73,00;70,50;71,33;88,84
2019;20053;0;LICEO TECNICO PROFESIONAL HUALPIN;9;9117;TEODORO SCHMIDT;6;5;1;510;7;17;1;0;0;1;0;0;0;93,18;89,00;92,94;;;;92,94
2019;20053;0;LICEO TECNICO PROFESIONAL HUALPIN;9;9117;TEODORO SCHMIDT;6;5;1;610;7;24;27;0;1;0;3;1;4;93,92;95,56;94,78;;43,00;43,00;93,79
2018;6348;7;COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT;9;9118;TOLTÉN;6;5;0;310;5;71;48;8;2;0;4;6;7;89,86;89,96;89,90;81,13;55,00;75,90;88,81
2018;6348;7;COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT;9;9118;TOLTÉN;6;5;0;363;6;7;16;2;6;1;2;0;1;89,43;89,50;89,48;28,50;32,67;31,63;74,55
2018;6348;7;COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT;9;9118;TOLTÉN;6;5;0;610;7;102;108;15;3;6;2;14;4;89,75;88,77;89,25;80,20;80,67;80,28;88,54
2019;6348;7;COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT;9;9118;TOLTÉN;6;5;0;310;5;64;57;2;0;1;2;3;4;90,02;88,98;89,53;60,50;;60,50;89,06
2019;6348;7;COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT;9;9118;TOLTÉN;6;5;0;363;6;12;30;4;0;13;21;0;0;88,58;88,83;88,76;14,75;;14,75;82,33
2019;6348;7;COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT;9;9118;TOLTÉN;6;5;0;610;7;117;105;9;5;1;1;11;4;90,01;89,55;89,79;71,33;56,00;65,86;88,37
2018;6349;5;ESCUELA AGUAS Y GAVIOTAS;9;9118;TOLTÉN;6;5;0;110;2;134;143;1;0;0;0;11;11;91,90;92,51;92,22;91,00;;91,00;92,21
2019;6349;5;ESCUELA AGUAS Y GAVIOTAS;9;9118;TOLTÉN;6;5;0;110;2;134;145;0;0;0;0;14;12;91,20;92,29;91,77;;;;91,77
2018;6350;9;ESCUELA RAYEN LAFQUEN QUEULE;9;9118;TOLTÉN;6;5;0;110;2;89;82;5;2;0;0;10;5;96,76;97,28;97,01;82,60;80,00;81,86;96,42
2019;6350;9;ESCUELA RAYEN LAFQUEN QUEULE;9;9118;TOLTÉN;6;5;0;110;2;92;80;0;0;0;0;4;10;96,91;97,05;96,98;;;;96,98
2018;6351;7;ESCUELA EL SEMBRADOR;9;9118;TOLTÉN;6;5;1;110;2;48;64;0;0;0;0;0;0;97,40;97,86;97,66;;;;97,66
2019;6351;7;ESCUELA EL SEMBRADOR;9;9118;TOLTÉN;6;5;1;110;2;47;62;0;0;0;0;3;1;96,85;98,27;97,66;;;;97,66
2018;6352;5;ESCUELA AMANECER DE VILLA LOS BOLDOS;9;9118;TOLTÉN;6;5;0;110;2;54;42;0;0;0;0;8;4;98,81;98,57;98,71;;;;98,71
2019;6352;5;ESCUELA AMANECER DE VILLA LOS BOLDOS;9;9118;TOLTÉN;6;5;0;110;2;60;44;0;0;0;0;3;2;97,45;97,18;97,34;;;;97,34
2018;6353;3;ESCUELA SAN PEDRO;9;9118;TOLTÉN;6;5;1;110;2;2;5;0;0;0;0;1;1;95,00;95,00;95,00;;;;95,00
2019;6353;3;ESCUELA SAN PEDRO;9;9118;TOLTÉN;6;5;1;110;2;2;6;0;0;0;0;0;0;92,50;95,00;94,38;;;;94,38
2018;6354;1;ESCUELA LA CASCADA;9;9118;TOLTÉN;6;5;1;110;2;1;1;0;0;0;0;0;0;98,00;97,00;97,50;;;;97,50
2019;6354;1;ESCUELA LA CASCADA;9;9118;TOLTÉN;6;5;1;110;2;0;1;0;0;0;0;0;0;;100,00;100,00;;;;100,00
2018;6363;0;ESCUELA PUCHILCO;9;9118;TOLTÉN;6;5;1;110;2;1;2;0;0;0;0;0;0;100,00;100,00;100,00;;;;100,00
2019;6363;0;ESCUELA PUCHILCO;9;9118;TOLTÉN;6;5;1;110;2;0;3;0;0;0;0;0;0;;100,00;100,00;;;;100,00
2018;6370;3;ESCUELA LA CONCEPCION;9;9118;TOLTÉN;6;5;1;110;2;1;0;0;0;0;0;0;0;100,00;;100,00;;;;100,00
2019;6370;3;ESCUELA LA CONCEPCION;9;9118;TOLTÉN;6;5;1;110;2;1;0;0;0;0;0;0;0;100,00;;100,00;;;;100,00
2018;6371;1;ESCUELA ANTU-LAFQUEN;9;9118;TOLTÉN;6;5;1;110;2;4;2;0;0;0;0;1;1;99,50;98,50;99,17;;;;99,17
2019;6371;1;ESCUELA ANTU-LAFQUEN;9;9118;TOLTÉN;6;5;1;110;2;6;5;0;0;0;0;0;0;99,67;99,60;99,64;;;;99,64
2018;6374;6;ESCUELA BASICA RURAL FLOR DEL VALLE;9;9118;TOLTÉN;6;5;1;110;2;2;4;0;0;0;0;0;0;98,00;98,75;98,50;;;;98,50
2019;6374;6;ESCUELA BASICA RURAL FLOR DEL VALLE;9;9118;TOLTÉN;6;5;1;110;2;2;4;0;0;0;0;0;0;99,00;99,75;99,50;;;;99,50
2018;6377;0;ESCUELA DE CAMAGUEY;9;9118;TOLTÉN;6;5;1;110;2;3;2;0;0;0;0;0;0;99,33;99,00;99,20;;;;99,20
2019;6377;0;ESCUELA DE CAMAGUEY;9;9118;TOLTÉN;6;5;1;110;2;2;2;0;0;0;0;0;2;98,00;98,00;98,00;;;;98,00
2017;6348;7;COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT;9;9118;TOLTEN;2;1;0;310;5;67;56;2;1;2;2;3;5;90,49;89,95;90,24;42,00;14,00;32,67;88,87
2017;6348;7;COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT;9;9118;TOLTEN;2;1;0;610;7;113;105;16;10;3;2;8;13;88,88;88,83;88,85;77,38;66,90;73,35;87,20
2017;6349;5;ESCUELA AGUAS Y GAVIOTAS;9;9118;TOLTEN;2;1;0;110;2;131;140;2;0;0;0;8;12;91,22;92,46;91,86;78,00;;78,00;91,76
2017;6350;9;ESCUELA RAYEN LAFQUEN QUEULE;9;9118;TOLTEN;2;1;0;110;2;88;81;4;1;0;0;5;4;96,81;95,35;96,11;82,50;68,00;79,60;95,63
2017;6351;7;ESCUELA EL SEMBRADOR;9;9118;TOLTEN;2;1;1;110;2;37;63;0;0;0;0;2;3;97,05;97,54;97,36;;;;97,36
2017;6352;5;ESCUELA AMANECER DE VILLA LOS BOLDOS;9;9118;TOLTEN;2;1;0;110;2;59;38;0;0;0;0;1;0;98,76;99,16;98,92;;;;98,92
2017;6353;3;ESCUELA SAN PEDRO;9;9118;TOLTEN;2;1;1;110;2;3;7;0;0;0;0;0;1;95,00;92,86;93,50;;;;93,50
2017;6354;1;ESCUELA LA CASCADA;9;9118;TOLTEN;2;1;1;110;2;1;2;0;0;0;0;0;0;97,00;98,00;97,67;;;;97,67
2017;6363;0;ESCUELA PUCHILCO;9;9118;TOLTEN;2;1;1;110;2;2;3;0;0;0;0;0;0;95,00;95,00;95,00;;;;95,00
2017;6370;3;ESCUELA LA CONCEPCION;9;9118;TOLTEN;2;1;1;110;2;3;1;0;0;0;0;0;0;100,00;100,00;100,00;;;;100,00
2017;6371;1;ESCUELA ANTU-LAFQUEN;9;9118;TOLTEN;2;1;1;110;2;4;4;0;0;0;0;0;3;97,50;98,75;98,13;;;;98,13
2017;6374;6;ESCUELA BASICA RURAL FLOR DEL VALLE;9;9118;TOLTEN;2;1;1;110;2;1;2;0;0;0;0;0;0;98,00;99,50;99,00;;;;99,00
2017;6377;0;ESCUELA DE CAMAGUEY;9;9118;TOLTEN;2;1;1;110;2;4;2;0;0;0;0;0;0;98,00;99,00;98,33;;;;98,33
