RBD,ESTABLECIMIENTO,COMUNA,AREA,PRUEBA,NIVEL,PUNTAJE
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,LENGUAJE,2B,588
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,LENGUAJE,1B,593
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,MATEMÁTICAS,3B,576
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,MATEMÁTICAS,1B,583
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,MATEMÁTICAS,2B,617
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,LENGUAJE,2B,594
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,LENGUAJE,3B,597
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,LENGUAJE,1B,610
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,1B,584
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,2B,604
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,3B,604
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,LENGUAJE,1B,534
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,LENGUAJE,2B,615
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,LENGUAJE,3B,0
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,2B,565
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,1B,603
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,3B,0
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,LENGUAJE,1B,583
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,LENGUAJE,3B,612
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,LENGUAJE,2B,0
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,3B,529
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,1B,592
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,2B,0
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,LENGUAJE,3B,525
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,LENGUAJE,1B,559
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,LENGUAJE,2B,580
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,3B,523
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,1B,533
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,2B,614
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,LENGUAJE,3B,545
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,LENGUAJE,2B,550
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,LENGUAJE,1B,585
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,2B,547
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,1B,554
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,3B,581
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,LENGUAJE,2B,573
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,LENGUAJE,3B,619
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,LENGUAJE,1B,626
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,1B,566
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,2B,581
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,3B,634
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,LENGUAJE,2B,559
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,LENGUAJE,1B,585
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,LENGUAJE,3B,612
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,1B,583
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,2B,599
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,3B,600
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,LENGUAJE,2B,528
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,LENGUAJE,1B,576
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,LENGUAJE,3B,591
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,3B,574
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,1B,579
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,2B,605
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,LENGUAJE,2B,573
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,LENGUAJE,3B,579
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,LENGUAJE,1B,0
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,2B,624
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,3B,640
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,1B,0
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,LENGUAJE,1B,569
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,LENGUAJE,2B,593
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,LENGUAJE,3B,0
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,1B,554
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,2B,613
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,MATEMÁTICAS,3B,0
