AGNO,RBD,DGV_RBD,NOM_RBD,COD_COM_RBD,NOM_COM_RBD,RURAL_RBD,ESTADO_ESTAB,DC_A,HH_A,DC_UTP,HH_UTP,DC_PDIR,HH_PDIR,DC_DIR,HH_DIR,DC_OES,HH_OES,DC_OF,HH_OF,DC_JUTP,HH_JUTP,DC_IG,HH_IG,DC_OR,HH_OR,DC_DIR_SOST,HH_DIR_SOST,DC_TP_SOST,HH_TP_SOST,DC_SUP_SOST,HH_SUP_SOST,DC_SUBDIR,HH_SUBDIR,DC_PROF_ENC,HH_PROF_ENC,DC_EDUC_TRAD,HH_EDUC_TRAD,DC_TOT,HH_TOT
2019,6588,9,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,22,829,0,0,0,0,1,44,2,88,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1005
2019,6589,7,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,24,855,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,943
2019,6590,0,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,9,358,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,446
2019,6591,9,FEDERICO GARC-A LORCA,9111,NUEVA IMPERIAL,0,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,84
2019,6593,5,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,9,358,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,11,420
2019,6597,8,ESCUELA BASIC RAYEN MAPU,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6600,1,ESCUELA EL COPIHUAL,9111,NUEVA IMPERIAL,1,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,2,82
2019,6602,8,ESCUELA BASICA CATRIANCHE,9111,NUEVA IMPERIAL,1,1,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,3,90
2019,6605,2,ESC.BASICA RAYEN MAHUIDA,9111,NUEVA IMPERIAL,1,1,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,70
2019,6608,7,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,151
2019,6610,9,ESC. BASICA SANTOS COLLIPAL,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6611,7,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,2,86,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,4,135
2019,6614,1,ESC. BASICA CINCO MANZANOS,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6618,4,ESC. BASICA SAN MANUEL,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6623,0,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,2,62,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,114
2019,6625,7,ESC. BASICA LOS CANELOS,9111,NUEVA IMPERIAL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,1,44
2019,6628,1,ESC. BASICA LIFKO,9111,NUEVA IMPERIAL,1,1,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,70
2019,6633,8,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,5,164,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,7,214
2019,6635,4,ESC. BASICA LOS ROBLES,9111,NUEVA IMPERIAL,1,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,75
2019,6639,7,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,6,171
2019,12366,8,ESCUELA ESPECIAL ARCO IRIS,9102,CARAHUE,0,1,12,468,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,14,550
2019,19986,9,ESCUELA BASICA MUNICIPAL EL MAITEN,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,20053,0,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,14,331,0,0,0,0,1,44,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,463
2019,20248,7,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,14,596,0,0,0,0,1,44,0,0,1,31,1,44,1,44,2,80,0,0,0,0,0,0,0,0,0,0,0,0,20,839
