AGNO,RBD,NOM_RBD,COD_COM_RBD,NOM_COM_RBD,RURAL_RBD,ESTADO_ESTAB,COD_ENSE,MAT_HOM_TOT,MAT_MUJ_TOT,MAT_SI_TOT,MAT_TOTAL,CUR_SIM_TOT,CUR_COMB
2018,6539,ESCUELA BASICA COI COI,9102,CARAHUE,1,1,110,10,7,0,17,,2
2019,6539,ESCUELA BASICA COI COI,9102,CARAHUE,1,1,110,8,3,0,11,1,2
2020,6539,ESCUELA BASICA COI COI,9102,CARAHUE,1,1,110,10,4,0,14,1,2
2021,6539,ESCUELA BASICA COI COI,9102,CARAHUE,1,1,110,8,5,0,13,,
2022,6539,ESCUELA BASICA COI COI,9102,CARAHUE,1,1,110,,,,19,,
2016,6540,ESCUELA BASICA COLICO,9102,CARAHUE,1,1,110,5,1,0,6,0,1
2017,6540,ESCUELA BASICA COLICO,9102,CARAHUE,1,1,110,2,0,0,2,,1
2018,6540,ESCUELA BASICA COLICO,9102,CARAHUE,1,1,110,6,0,0,6,1,1
2019,6540,ESCUELA BASICA COLICO,9102,CARAHUE,1,1,0,,,,0,,
2020,6540,ESCUELA BASICA COLICO,9102,CARAHUE,1,1,0,,,,0,,
2016,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,110,35,37,0,72,2,0
2016,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,310,225,327,0,552,14,0
2016,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,363,67,24,0,91,4,0
2016,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,410,13,46,0,59,2,0
2016,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,510,48,12,0,60,2,0
2016,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,610,9,35,0,44,2,0
2017,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,110,39,37,0,76,2,0
2017,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,310,243,322,0,565,14,
2017,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,363,82,23,0,105,4,
2017,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,410,12,49,0,61,2,
2017,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,510,47,15,0,62,2,
2017,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,610,11,40,0,51,2,
2018,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,110,38,35,0,73,2,0
2018,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,310,247,328,0,575,14,
2018,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,363,63,31,0,94,4,
2018,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,410,15,45,0,60,2,
2018,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,510,43,15,0,58,2,
2018,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,610,12,36,0,48,2,
2019,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,110,39,38,0,77,2,0
2019,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,310,240,325,0,565,14,
2019,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,363,69,24,0,93,4,
2019,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,410,18,41,0,59,2,
2019,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,510,44,16,0,60,2,
2019,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,610,13,34,0,47,2,
2020,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,110,30,40,0,70,2,0
2020,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,310,239,305,0,544,14,
2020,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,363,59,11,0,70,4,
2020,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,410,16,47,0,63,2,
2020,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,510,45,16,0,61,2,
2020,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,610,8,41,0,49,2,
2021,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,110,31,39,0,70,,
2021,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,310,238,308,0,546,,
2021,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,363,52,17,0,69,,
2021,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,410,12,50,0,62,,
2021,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,510,52,15,0,67,,
2021,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,610,6,45,0,51,,
2022,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,110,,,,71,,
2022,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,310,,,,554,,
2022,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,363,,,,82,,
2022,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,410,,,,64,,
2022,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,510,,,,68,,
2022,6585,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,610,,,,52,,
2016,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,10,35,42,0,77,4,0
2016,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,110,217,197,0,414,16,0
2017,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,10,39,61,0,100,4,0
2017,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,110,282,224,0,506,17,0
2018,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,10,35,40,0,75,3,0
2018,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,110,263,228,0,491,17,0
2019,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,10,32,28,0,60,3,0
2019,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,110,253,236,0,489,17,0
2020,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,10,34,24,0,58,3,0
2020,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,110,251,232,0,483,18,0
2021,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,10,28,22,0,50,,
2021,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,110,218,216,0,434,,
2022,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,10,,,,58,,
2022,6587,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,110,,,,469,,
2016,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,10,25,24,0,49,2,0
2016,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,110,94,80,0,174,8,0
2017,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,10,20,22,0,42,2,0
2017,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,110,91,86,0,177,8,0
2018,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,10,19,22,0,41,2,0
2018,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,110,102,99,0,201,8,0
2019,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,10,22,29,0,51,2,0
2019,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,110,98,98,0,196,8,0
2020,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,10,35,31,0,66,2,0
2020,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,110,100,89,0,189,8,0
2021,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,10,24,22,0,46,,
2021,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,110,110,102,0,212,,
2022,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,10,,,,37,,
2022,6588,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,110,,,,227,,
2016,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,10,26,21,0,47,2,0
2016,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,110,94,82,0,176,8,0
2017,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,10,21,18,0,39,2,0
2017,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,110,82,88,0,170,8,0
2018,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,10,17,16,0,33,2,0
2018,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,110,91,90,0,181,8,0
2019,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,10,22,23,0,45,2,0
2019,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,110,97,101,0,198,8,0
2020,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,10,21,32,0,53,2,0
2020,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,110,96,106,0,202,8,0
2021,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,10,21,22,0,43,,
2021,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,110,107,111,0,218,,
2022,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,10,,,,47,,
2022,6589,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,110,,,,227,,
2016,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,212,42,18,0,60,8,0
2016,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,217,5,0,0,5,1,0
2017,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,212,32,17,0,49,3,
2017,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,217,12,2,0,14,2,
2018,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,212,28,15,0,43,3,
2018,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,217,9,4,0,13,2,
2019,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,212,27,13,0,40,1,
2019,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,217,11,4,0,15,2,
2020,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,212,33,20,0,53,1,
2020,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,217,5,0,0,5,1,
2021,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,212,36,19,0,55,,
2021,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,217,5,0,0,5,,
2022,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,212,,,,57,,
2022,6590,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,217,,,,5,,
2016,6591,FEDERICO GARC-A LORCA,9111,NUEVA IMPERIAL,0,1,165,31,0,0,31,3,0
2017,6591,FEDERICO GARC-A LORCA,9111,NUEVA IMPERIAL,0,1,165,26,0,0,26,3,
2018,6591,FEDERICO GARC-A LORCA,9111,NUEVA IMPERIAL,0,1,165,26,0,0,26,3,
2019,6591,FEDERICO GARC-A LORCA,9111,NUEVA IMPERIAL,0,1,165,22,0,0,22,3,
2020,6591,FEDERICO GARC-A LORCA,9111,NUEVA IMPERIAL,0,1,165,19,0,0,19,3,
2021,6591,FEDERICO GARC-A LORCA,9111,NUEVA IMPERIAL,0,1,165,14,0,0,14,,
2022,6591,FEDERICO GARC-A LORCA,9111,NUEVA IMPERIAL,0,1,165,,,,14,,
2016,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,10,11,9,0,20,2,0
2016,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,110,17,35,0,52,0,4
2017,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,10,10,10,0,20,2,0
2017,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,110,31,41,0,72,,4
2018,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,10,9,11,0,20,2,0
2018,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,110,33,43,0,76,,3
2019,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,10,8,12,0,20,2,0
2019,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,110,35,40,0,75,,3
2020,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,10,7,13,0,20,2,0
2020,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,110,37,43,0,80,,3
2021,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,10,8,10,0,18,,
2021,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,110,37,48,0,85,,
2022,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,10,,,,20,,
2022,6593,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,110,,,,87,,
2016,6597,ESCUELA BASIC RAYEN MAPU,9111,NUEVA IMPERIAL,1,3,,0,0,0,0,0,0
2017,6597,ESCUELA BASIC RAYEN MAPU,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2018,6597,ESCUELA BASIC RAYEN MAPU,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2019,6597,ESCUELA BASIC RAYEN MAPU,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6597,ESCUELA BASIC RAYEN MAPU,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6598,ESCUELA BASICA VIOLETA PARRA,9111,NUEVA IMPERIAL,1,3,,0,0,0,0,0,0
2017,6598,ESCUELA BASICA VIOLETA PARRA,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6598,ESCUELA BASICA VIOLETA PARRA,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6600,ESCUELA EL COPIHUAL,9111,NUEVA IMPERIAL,1,1,110,10,4,0,14,5,0
2017,6600,ESCUELA EL COPIHUAL,9111,NUEVA IMPERIAL,1,1,110,6,4,0,10,4,0
2018,6600,ESCUELA EL COPIHUAL,9111,NUEVA IMPERIAL,1,1,110,4,5,0,9,3,0
2019,6600,ESCUELA EL COPIHUAL,9111,NUEVA IMPERIAL,1,1,110,1,5,0,6,1,1
2020,6600,ESCUELA EL COPIHUAL,9111,NUEVA IMPERIAL,1,1,110,3,5,0,8,,1
2021,6600,ESCUELA EL COPIHUAL,9111,NUEVA IMPERIAL,1,1,110,1,4,0,5,,
2022,6600,ESCUELA EL COPIHUAL,9111,NUEVA IMPERIAL,1,1,110,,,,8,,
2016,6602,ESCUELA BASICA CATRIANCHE,9111,NUEVA IMPERIAL,1,1,110,5,4,0,9,5,0
2017,6602,ESCUELA BASICA CATRIANCHE,9111,NUEVA IMPERIAL,1,1,110,4,5,0,9,5,0
2018,6602,ESCUELA BASICA CATRIANCHE,9111,NUEVA IMPERIAL,1,1,110,5,6,0,11,6,0
2019,6602,ESCUELA BASICA CATRIANCHE,9111,NUEVA IMPERIAL,1,1,110,5,4,0,9,5,0
2020,6602,ESCUELA BASICA CATRIANCHE,9111,NUEVA IMPERIAL,1,1,110,6,4,0,10,5,0
2021,6602,ESCUELA BASICA CATRIANCHE,9111,NUEVA IMPERIAL,1,1,110,9,6,0,15,,
2022,6602,ESCUELA BASICA CATRIANCHE,9111,NUEVA IMPERIAL,1,1,110,,,,17,,
2016,6605,ESC.BASICA RAYEN MAHUIDA,9111,NUEVA IMPERIAL,1,1,110,9,5,0,14,6,0
2017,6605,ESC.BASICA RAYEN MAHUIDA,9111,NUEVA IMPERIAL,1,1,110,10,5,0,15,,1
2018,6605,ESC.BASICA RAYEN MAHUIDA,9111,NUEVA IMPERIAL,1,1,110,10,5,0,15,,1
2019,6605,ESC.BASICA RAYEN MAHUIDA,9111,NUEVA IMPERIAL,1,1,110,8,9,0,17,,1
2020,6605,ESC.BASICA RAYEN MAHUIDA,9111,NUEVA IMPERIAL,1,1,110,11,9,0,20,,1
2021,6605,ESC.BASICA RAYEN MAHUIDA,9111,NUEVA IMPERIAL,1,1,110,9,8,0,17,,
2022,6605,ESC.BASICA RAYEN MAHUIDA,9111,NUEVA IMPERIAL,1,1,110,,,,19,,
2016,6607,ESC. BASICA SANTA MARIA,9111,NUEVA IMPERIAL,1,3,,0,0,0,0,0,0
2017,6607,ESC. BASICA SANTA MARIA,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6607,ESC. BASICA SANTA MARIA,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,10,1,8,0,9,0,1
2016,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,110,9,6,0,15,1,1
2017,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,10,2,5,0,7,,1
2017,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,110,6,8,0,14,1,1
2018,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,10,4,3,0,7,,1
2018,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,110,5,10,0,15,,1
2019,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,10,4,3,0,7,,1
2019,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,110,6,12,0,18,,1
2020,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,10,3,5,0,8,,1
2020,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,110,8,7,0,15,,1
2021,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,10,1,5,0,6,,
2021,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,110,9,10,0,19,,
2022,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,10,,,,8,,
2022,6608,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,110,,,,17,,
2016,6610,ESC. BASICA SANTOS COLLIPAL,9111,NUEVA IMPERIAL,1,2,,0,0,0,0,0,0
2017,6610,ESC. BASICA SANTOS COLLIPAL,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2018,6610,ESC. BASICA SANTOS COLLIPAL,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2019,6610,ESC. BASICA SANTOS COLLIPAL,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6610,ESC. BASICA SANTOS COLLIPAL,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,10,7,4,0,11,0,1
2016,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,110,5,3,0,8,3,1
2017,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,10,5,6,0,11,,1
2017,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,110,9,6,0,15,3,1
2018,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,10,3,3,0,6,,1
2018,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,110,12,6,0,18,3,1
2019,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,10,5,5,0,10,,1
2019,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,110,7,5,0,12,,1
2020,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,10,5,9,0,14,,1
2020,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,110,9,6,0,15,,1
2021,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,10,5,8,0,13,,
2021,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,110,8,8,0,16,,
2022,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,10,,,,9,,
2022,6611,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,110,,,,19,,
2016,6613,ESC. BASICA CACIQUE HUEICHAQUEO,9111,NUEVA IMPERIAL,1,3,,0,0,0,0,0,0
2017,6613,ESC. BASICA CACIQUE HUEICHAQUEO,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6613,ESC. BASICA CACIQUE HUEICHAQUEO,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6614,ESC. BASICA CINCO MANZANOS,9111,NUEVA IMPERIAL,1,3,,0,0,0,0,0,0
2017,6614,ESC. BASICA CINCO MANZANOS,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2018,6614,ESC. BASICA CINCO MANZANOS,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2019,6614,ESC. BASICA CINCO MANZANOS,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6614,ESC. BASICA CINCO MANZANOS,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6617,ESC. RAYEN KOSKILLA,9111,NUEVA IMPERIAL,1,3,,0,0,0,0,0,0
2017,6617,ESC. RAYEN KOSKILLA,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6617,ESC. RAYEN KOSKILLA,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6618,ESC. BASICA SAN MANUEL,9111,NUEVA IMPERIAL,1,2,,0,0,0,0,0,0
2017,6618,ESC. BASICA SAN MANUEL,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2018,6618,ESC. BASICA SAN MANUEL,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2019,6618,ESC. BASICA SAN MANUEL,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6618,ESC. BASICA SAN MANUEL,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6620,ESC. BASICA AILLINCO,9111,NUEVA IMPERIAL,1,3,,0,0,0,0,0,0
2017,6620,ESC. BASICA AILLINCO,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2020,6620,ESC. BASICA AILLINCO,9111,NUEVA IMPERIAL,1,3,0,,,,0,,
2016,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,10,1,4,0,5,0,1
2016,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,110,13,15,0,28,6,0
2017,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,10,3,4,0,7,,1
2017,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,110,13,8,0,21,6,0
2018,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,10,4,3,0,7,,1
2018,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,110,11,10,0,21,6,0
2019,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,10,3,3,0,6,,1
2019,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,110,9,9,0,18,6,0
2020,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,10,2,2,0,4,,1
2020,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,110,9,10,0,19,3,1
2021,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,10,4,2,0,6,,
2021,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,110,5,6,0,11,,
2022,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,10,,,,8,,
2022,6623,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,110,,,,16,,
2016,6625,ESC. BASICA LOS CANELOS,9111,NUEVA IMPERIAL,1,1,110,4,1,0,5,0,1
2017,6625,ESC. BASICA LOS CANELOS,9111,NUEVA IMPERIAL,1,1,110,3,1,0,4,2,1
2018,6625,ESC. BASICA LOS CANELOS,9111,NUEVA IMPERIAL,1,1,110,1,1,0,2,,1
2019,6625,ESC. BASICA LOS CANELOS,9111,NUEVA IMPERIAL,1,1,110,1,1,0,2,,1
2020,6625,ESC. BASICA LOS CANELOS,9111,NUEVA IMPERIAL,1,1,110,0,4,0,4,,1
2021,6625,ESC. BASICA LOS CANELOS,9111,NUEVA IMPERIAL,1,1,110,0,2,0,2,,
2022,6625,ESC. BASICA LOS CANELOS,9111,NUEVA IMPERIAL,1,1,110,,,,2,,
2016,6628,ESC. BASICA LIFKO,9111,NUEVA IMPERIAL,1,1,110,9,6,0,15,0,1
2017,6628,ESC. BASICA LIFKO,9111,NUEVA IMPERIAL,1,1,110,9,10,0,19,,1
2018,6628,ESC. BASICA LIFKO,9111,NUEVA IMPERIAL,1,1,110,9,13,0,22,,1
2019,6628,ESC. BASICA LIFKO,9111,NUEVA IMPERIAL,1,1,110,6,12,0,18,,1
2020,6628,ESC. BASICA LIFKO,9111,NUEVA IMPERIAL,1,1,110,7,10,0,17,,1
2021,6628,ESC. BASICA LIFKO,9111,NUEVA IMPERIAL,1,1,110,13,14,0,27,,
