RBD,ESTAB,COMUNA,AREA,NIVEL,SECTOR,EJE,VALOR
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.46
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.7
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.52
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.42
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.89
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.99
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.75
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.86
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.67
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.5
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.39
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.5
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.81
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.86
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.68
6410,ESCUELA MALALHUE,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.82
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.67
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.88
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.7
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.61
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.69
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.32
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.27
6415,ESCUELA LOS TRONCOS,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.81
6415,ESCUELA LOS TRONCOS,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.68
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.79
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.73
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.62
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.45
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.67
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.67
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.31
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.35
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.62
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.48
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.33
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.49
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.56
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.45
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.4
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.6
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.44
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.5
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.37
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.8
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.9
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.56
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.52
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.82
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.87
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.8
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.6
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.88
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.77
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.73
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.61
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.82
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.81
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.69
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.53
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.56
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.51
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.47
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.33
6506,ESCUELA MUNICIPAL DINAMARCA,CARAHUE,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.89
6508,"ESCUELA BASICA DINAMARCA, LUCERO",CARAHUE,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.63
6510,ESCUELA BASICA PAILACOYAN,CARAHUE,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.81
6512,ESCUELA VILLA LAS ARAUCARIAS,CARAHUE,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.5
6512,ESCUELA VILLA LAS ARAUCARIAS,CARAHUE,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.59
6521,ESCUELA BASICA CAMARONES,CARAHUE,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.64
6522,ESCUELA BASICA PUYANGUE,CARAHUE,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.81
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.87
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.68
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.77
6524,ESCUELA CULLINCO,CARAHUE,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.82
6524,ESCUELA CULLINCO,CARAHUE,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.82
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.84
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.67
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.83
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.64
6529,ESCUELA BASICA MATTE Y SANCHEZ,CARAHUE,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.72
6529,ESCUELA BASICA MATTE Y SANCHEZ,CARAHUE,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.59
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.67
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.6
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.6
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.51
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.59
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.45
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.39
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NÚMEROS,
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NÚMEROS,
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NÚMEROS,
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.75
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.61
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NÚMEROS,
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NÚMEROS,
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.87
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.55
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.68
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.7
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NÚMEROS,
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NÚMEROS,
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NÚMEROS,
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.83
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.75
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.68
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.73
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.7
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.75
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.45
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.85
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.81
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.51
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.25
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.73
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.87
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.82
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NÚMEROS,
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NÚMEROS,
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.58
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.75
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.77
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.58
6515,ESCUELA CATRIPULLI,CARAHUE,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.67
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.87
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.53
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.64
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.53
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,1° Básico,MATEMATICAS,NÚMEROS,0.62
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,2° Básico,MATEMATICAS,NÚMEROS,0.45
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,3° Básico,MATEMATICAS,NÚMEROS,0.45
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,4° Básico,MATEMATICAS,NÚMEROS,0.28
6625,ESC. BASICA LOS CANELOS,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.81
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NÚMEROS,0.65
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NÚMEROS,0.69
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NÚMEROS,0.81
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,4° Básico,MATEMATICAS,NÚMEROS,0.71
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,1° Básico,MATEMATICAS,GEOMETRÍA,0.73
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,2° Básico,MATEMATICAS,GEOMETRÍA,0.74
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,3° Básico,MATEMATICAS,GEOMETRÍA,0.61
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,4° Básico,MATEMATICAS,GEOMETRÍA,0.6
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,1° Básico,MATEMATICAS,GEOMETRÍA,0.75
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,2° Básico,MATEMATICAS,GEOMETRÍA,0.56
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,3° Básico,MATEMATICAS,GEOMETRÍA,0.5
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,4° Básico,MATEMATICAS,GEOMETRÍA,0.5
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRÍA,0.65
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.69
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,3° Básico,MATEMATICAS,GEOMETRÍA,0.28
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.25
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,1° Básico,MATEMATICAS,GEOMETRÍA,0.44
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,2° Básico,MATEMATICAS,GEOMETRÍA,0.57
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,3° Básico,MATEMATICAS,GEOMETRÍA,0.45
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,4° Básico,MATEMATICAS,GEOMETRÍA,0.69
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.5
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,3° Básico,MATEMATICAS,GEOMETRÍA,0.2
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.17
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRÍA,0.8
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.75
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.92
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRÍA,0.95
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.38
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRÍA,0.7
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.5
6361,ESCUELA DE CAYCHAYEN,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.63
6370,ESCUELA LA CONCEPCION,TOLTÉN,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.5
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRÍA,0.52
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.21
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,3° Básico,MATEMATICAS,GEOMETRÍA,0.47
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.54
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRÍA,0.53
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.67
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRÍA,0.67
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.67
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,TOLTÉN,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,GEOMETRÍA,0.57
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,GEOMETRÍA,0.43
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,GEOMETRÍA,0.6
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,4° Básico,MATEMATICAS,GEOMETRÍA,0.44
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,GEOMETRÍA,0.68
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,GEOMETRÍA,0.53
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,4° Básico,MATEMATICAS,GEOMETRÍA,0.43
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,GEOMETRÍA,0.87
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,GEOMETRÍA,0.75
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,GEOMETRÍA,0.79
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,4° Básico,MATEMATICAS,GEOMETRÍA,0.76
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRÍA,0.55
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.38
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRÍA,0.45
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.58
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.63
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRÍA,0.63
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.58
6410,ESCUELA MALALHUE,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.79
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRÍA,0.95
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.88
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRÍA,0.4
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.79
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,1
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,GEOMETRÍA,0.55
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.33
6415,ESCUELA LOS TRONCOS,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.56
6415,ESCUELA LOS TRONCOS,TEODORO SCHMIDT,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.54
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRÍA,0.7
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.63
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,GEOMETRÍA,0.75
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.4
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRÍA,0.73
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.79
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,GEOMETRÍA,0.24
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,4° Básico,MATEMATICAS,GEOMETRÍA,0.31
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,1° Básico,MATEMATICAS,GEOMETRÍA,0.76
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,2° Básico,MATEMATICAS,GEOMETRÍA,0.56
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,3° Básico,MATEMATICAS,GEOMETRÍA,0.24
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,4° Básico,MATEMATICAS,GEOMETRÍA,0.48
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,GEOMETRÍA,0.29
