RBD,ESTAB,COMUNA,AREA,NIVEL,SECTOR,EJE,VALOR
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.89
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.5
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.17
6361,ESCUELA DE CAYCHAYEN,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.78
6370,ESCUELA LA CONCEPCION,TOLTÉN,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.89
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.76
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.48
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.63
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.74
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.7
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.47
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.58
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,TOLTÉN,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.68
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.58
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.61
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.61
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.65
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.57
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.59
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.83
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.76
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.58
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.72
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.72
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.56
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.55
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.5
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,1
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.73
6407,ESCUELA NOHUALHUE,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.5
6410,ESCUELA MALALHUE,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.64
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.7
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.88
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.4
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.5
6415,ESCUELA LOS TRONCOS,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.78
6415,ESCUELA LOS TRONCOS,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.75
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.69
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.7
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.5
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.57
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.5
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.47
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.55
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.6
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.24
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.62
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.52
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.5
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.48
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.74
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.44
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.45
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.5
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.76
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.9
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.74
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.81
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.87
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.72
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.65
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.79
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.76
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.65
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.72
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.75
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.55
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.69
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.6
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.61
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.26
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.4
6506,ESCUELA MUNICIPAL DINAMARCA,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.8
6508,"ESCUELA BASICA DINAMARCA, LUCERO",CARAHUE,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6510,ESCUELA BASICA PAILACOYAN,CARAHUE,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.78
6512,ESCUELA VILLA LAS ARAUCARIAS,CARAHUE,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.78
6512,ESCUELA VILLA LAS ARAUCARIAS,CARAHUE,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6521,ESCUELA BASICA CAMARONES,CARAHUE,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.75
6522,ESCUELA BASICA PUYANGUE,CARAHUE,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.89
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.7
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.83
6524,ESCUELA CULLINCO,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.8
6524,ESCUELA CULLINCO,CARAHUE,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.7
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.41
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.6
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.36
6529,ESCUELA BASICA MATTE Y SANCHEZ,CARAHUE,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.72
6529,ESCUELA BASICA MATTE Y SANCHEZ,CARAHUE,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.5
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.57
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.54
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.58
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.53
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.49
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.53
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.43
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.78
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.4
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.7
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.81
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.89
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.5
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.75
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.37
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.58
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.89
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.43
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.78
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.65
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.83
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.52
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.73
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.68
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.76
6515,ESCUELA CATRIPULLI,CARAHUE,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.78
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.79
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.61
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.63
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.64
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.67
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.6
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.54
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.54
6625,ESC. BASICA LOS CANELOS,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.44
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,INFORMACION IMPLICITA,0.58
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,INFORMACION IMPLICITA,0.33
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,INFORMACION IMPLICITA,0.7
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,INFORMACION IMPLICITA,0.75
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.63
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.9
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.61
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.58
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.53
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.73
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.58
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.61
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.64
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.58
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.44
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.47
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.33
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.58
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.54
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.54
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.4
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.67
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.43
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.8
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,1
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.71
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.95
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.6
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.67
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.57
6361,ESCUELA DE CAYCHAYEN,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,1
6370,ESCUELA LA CONCEPCION,TOLTÉN,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.8
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.52
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.4
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.67
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.86
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.73
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.67
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.44
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.57
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,TOLTÉN,RURAL,2° Básico,LENGUAJE,SENTIDO GLOBAL,
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.65
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.68
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.63
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.52
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.77
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.54
6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,TEODORO SCHMIDT,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.5
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.69
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,SENTIDO GLOBAL,0.98
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,SENTIDO GLOBAL,0.59
6399,ESCUELA HORIZONTES,TEODORO SCHMIDT,URBANO,4° Básico,LENGUAJE,SENTIDO GLOBAL,0.8
6400,ESCUELA ISLA LLICAN,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,SENTIDO GLOBAL,0.6
